lAboutText1	~1~ ~2~ (~3~ bits)
lDialogSettingsNotSavedPrompt	A janela de configurações está aberta com alterações não salvas. Estas alterações devem ser salvas ou canceladas antes de executar a ação solicitada.`n`nVocê deseja:`n- "Salvar": salva suas alterações e prossegue com a ação solicitada`n- "Configurações": cancela a ação solicitada e retorna para a janela de Configurações`n- "Cancelar": somente cancela  a ação solicitada
lDialogSettingsNotSavedTitle	~1~ - Configurações não salvas
lDialogShift	Shift
lDialogShortcut	Atalho
lDialogShortcuts	Atalhos
lDialogShortcutsDescription	Exibe uma caixa de diálogo com a visão global dos seus atalhos de teclado ou mouse. Você pode classificar os favoritos clicando no cabeçalho.`n`nClique duplo em um atalho para alterar ou remover a tecla de atalho atribuída.`n`nClique na caixa de marcação "Ver todos os favoritos" para atribuir atalhos para outros favoritos.
lDialogSortBy	Classificação
lDialogSortOrder	Ordem de classificação
lDialogSpecialFoldersCategoriesNames	Básico|Usuário Avançado|Administrador do Sistema|Conteúdos|Hardware
lDialogState	Estado daJanela
lDialogSubmenuNameEmpty	O nome do submenu está vazio. Por favor, escolha um nome.
lDialogSubmenuParentMenu	Menu pai do submenu
lDialogSwitchSettings	Selecione o arquivo de Configurações para usar
lDialogSwitchSettingsCancel	Mudança de arquivo de configurações cancelada...`n`nArquiivo de configurações atual: ~1~
lDialogSwitchSettingsReady	Recarregar ~2~ com novo arquivo de Configurações:`n`n~1~
lDialogTabNext	Próximo
lDialogThirdPartyDetected	O ~1~ detectou que o ~2~ está instalado no sistema.`n`nDeseja habilitar a integração do ~2~?
lDialogTreeView	visualização em árvore
lDialogTriggerFor	Disparador para:
lDialogUseDefaultWindowPosition	Usar posição padrão da janela
lDialogWin	Windows
lDialogWindowPosition	Posição da janela
lDialogWindowPositionDelay	Atraso
lDialogWindowPositionH	Altura
lDialogWindowPositionLeft	Esquerda
lDialogWindowPositionMayFail	Nota: por várias razões o QAP pode falhar ao mover ou redimensionar algumas janelas.
lDialogWindowPositionRight	Direita
lDialogWindowPositionW	Largura
lDialogWindowPositionX	Esquerda
lDialogWindowPositionY	Superior
lDialogWindowsFolderIconCreate	criar
lDialogWindowsFolderIconNoRoot	O ícone da pasta do não pode ser definido  na pasta raiz da unidade (~1~).
lDialogWindowsFolderIconPrompt	Este comando irá ~1~ o arquivo do sistema:`n~2~`n`nO ícone da pasta do Windows será definido como o ícone atualmente selecionado para seu favorito. Deseja continuar?
lDialogWindowsFolderIconPrompt2	Nota: Pode levar de 10-15 segundos ou até 1 minuto antes do Windows exibir o novo ícone da pasta.
lDialogWindowsFolderIconRemove	Remover ícone da pasta do Windows
lDialogWindowsFolderIconRemoveFile	Este comando também pode EXCLUIR este arquivo do sistema e restaurar a pasta para seu estado padrão:`n~1~`n`nDeseja EXCUIR o arquivo do sistema? 
lDialogWindowsFolderIconReset	O ícone da pasta será restaurado para a imagem padrão.`n`nDeseja continuar?
lDialogWindowsFolderIconSet	Definir ícone da pasta do Windows
lDialogWindowsFolderIconUpdate	atualizar
lDialogWinShort	Win
lDialogWorkingDirLabel	Iniciar em
lDonateButtonAmpersand	Apoiar o &Freeware!
lDonateCheckPrompt	Você está contente com o ~1~?`n`nO ~1~ não é somente GRATUITO, mas também LIVRE de publicidade desagradável ou adware, que você nunca sabe se carrega spyware ou malware.`n`nAté agora, por ~2~ vezes o ~1~ lhe ajudou no seu trabalho diário. Que tal apoiar este freeware agora?
lDonateCheckPrompt2	Nota: Os usuários que gentilmente fazerem uma doação receberão um código que fará PARAR de ~1~.
lDonateCheckPrompt3	exibir esta mensagem
lDonateCheckPrompt4	exibir lembretes de doação
lDonateCheckTitle	~1~ vezes! - ~2~
lDonateMenu	Apoiar o Freeware!
lDonatePlatformComment1	Doe com seu cartão de crédito (não é necessário uma conta) ou sua conta PayPal
lDonatePlatformComment2	Para doadores da Europa
lDonatePlatformComment3	Para doadores do Canadá
lDonatePlatformComment4	Em US $, Euros e CAD $
lDonatePlatformName1	Usando Paypal em Dólar Americano
lDonatePlatformName2	Usando Paypal em Euro
lDonatePlatformName3	Usando Paypal em Dólar Canadense
lDonatePlatformName4	Fazer doações mensais
lDonateReviewNameLeft1	Download.com
lDonateReviewNameLeft2	PortableFreeware.com
lDonateReviewNameLeft3	Softpedia.com
lDonateReviewNameRight1	BetaNews.com
lDonateReviewNameRight2	FileCluster.com
lDonateReviewNameRight3	Freewares && Tutos (FR)
lDonateText1	Apoie o desenvolvimento do ~1~!
lDonateText2	<a href="~1~">Por que apoiar o freeware?</a>
lDonateText3	... ou apoie o freeware de graça!
lDonateText4	Dê uma crítica favorável para o ~1~ em:
lDonateText5	Envie-me seu link
lDonateThankyou	Obrigado por apoiar o freeware!
lDonateTitle	Apoiar o freeware! - ~1~ ~2~
lGuiAbout	Sobre
lGuiAboutDescription	Exibe o desenvolvimento, tradução e outros créditos, números da versão do aplicativo e tempo de execução, licença, nome do usuário atual e PC, link para o site de suporte.`n`nEste recurso também está disponível no botão "Sobre" na janela principal de "Configurações".
lGuiAddFavorite	Adicionar
lGuiCancel	Cancelar
lGuiCancelAmpersand	&Cancelar
lGuiClose	Fechar
lGuiCloseAmpersand	&Fechar
lGuiCopyAmpersand	C&opiar
lGuiDonate	Doar
lGuiDonateDescription	Exibe a caixa de diálogo "Apoie o freeware".`n`nVocê pode fazer uma doação em dólares americanos, Euros ou dólares canadenses usando o Paypal ou o seu cartão de crédito. Você também pode fazer pequenas doações mensais.`n`nDesenvolver este aplicativo e dar suporte aos seus usuários toma bastante do meu tempo livre. Mas eu gosto e faço o meu melhor para manter os usuários mais eficientes e felizes. As doações me ajudam a dar suporte aos usuários e adicionar novos recursos e melhorias regularmente!
lGuiDropFilesHelp	Ajuda Arrastar && Soltar
lGuiDropFilesIncentive	Você pode arrastar & soltar os seguintes tipos de favoritos na janela do ~1~:`n`n`t- ~2~`n`t- ~3~`n`t- ~4~
lGuiDropFilesIncentive2	Para lhe ajudar a arrastar um ou mais arquivos, você pode fazer com que a janela de Configurações fique "sempre no topo", clicando no ícone de fixar do lado esquerdo da janela.
lGuiEditFavorite	Editar
lGuiGroupClosing	Fechando janelas do Explorer
lGuiGroupRestoreDelay	Atraso entre a restauração de favoritos
lGuiGroupRestoreDelayMilliseconds	millisegundos
lGuiGroupRestoreSide	Exibir em qual lado de ~1~?
lGuiGroupSaveAddWindowsLabel	Adicionar a janela existente
lGuiGroupSaveReplaceWindowsLabel	Substituir janelas existentes
lGuiGroupSaveRestoreOption	Ao restaurar este grupo:
lGuiGroupSaveRestoreWith	Restaurar pastas com:
lGuiHelp	Ajuda
lGuiHelpDescription	Exibe a janela de "Ajuda" curta do QAP.
lGuiHotkeysHelp	Ajuda de Atalhos para Favoritos
lGuiHotkeysHelpText	Seta para baixo: Selecionar próximo favorito`nSeta para cima: Selecionar favorito anterior`n`nEnter: Editar favorito`nCtrl-N: Adicionar novo favorito`nCtrl-C: Copiar favorito`nDel: Remover favorito(s)`n`nShift-Seta para cima/baixo: Selecionar favoritos contínuos`nCtrl-Clique: Selecionar favoritos não-contínuos`nCtrl-A: Selecionar todos os favorites`n`nCtrl-Seta para baixo: Mover favorito(s) para baixo`nCtrl-Seta para cima: Mover favorito(s) para cima`n`nCtrl-Seta direita: Abrir submenu ou grupo selecionado`nCtrl-Seta esquerda: Abrir menu pai
lGuiHotkeysHelpText2	F1: Mostra a janela de ajuda`nCtrl-F: Seleciona a caixa de Pesquisa`nCtrl-H: Mostra esta janela
lGuiLoginName	Nome de login
lGuiLvFavoritesHeader	Nome|Tipo|Tecla de Atalho|Local ou conteúdo
lGuiLvFavoritesHeaderFiltered	Nome|Menu|Tipo|Tecla de atalho|Local ou conteúdo
lGuiMove	Mover
lGuiMoveAmpersand	&Mover
lGuiOptions	Opções
lGuiOptionsDescription	Exibe a caixa de diálogo "Opções" para fazer o QAP funcionar do jeito que quiser.`n`nAs opções estão agrupadas em abas: "Geral", "Menu", "Atalhos", "Atalhos alternativos", "Exclusões" e "Gerenciadores de arquivos".
lGuiPassword	Senha
lGuiPasswordNotEncripted	Nota: a senha NÃO será criptografada ao ser enviada pela Internet.
lGuiRemoveFavorite	Remover
lGuiResetDefault	Redefinir tecla de atalho padrão
lGuiSaveAmpersand	&Salvar
lGuiSaveAndCloseAmpersand	&Salvar`n&& Fechar
lGuiSaveAndStayAmpersand	Salvar`n&& &Recarregar
lGuiSaveToUpdateBacklinks	Salvar para atualizar links
lGuiSaving	Salvando
lGuiSubmenuDropdownLabel	Menu ou grupo para editar:
lGuiTitle	Configurações - ~1~ ~2~
lHelpTabAddingFavorite	Adicionando Favoritos
lHelpTabGettingStarted	Começando
lHelpTabQAPFeatures	Recursos do QAP
lHelpTabSharedMenus	Menus Compartilhados
lHelpTabTipsAndTricks	Dicas e Truques
lHelpText11	Ao ser iniciado, o Quick Access Popup adiciona um ícone na Área de Notificação e aguarda pelos comandos. Quando você quiser iniciar uma das suas PASTAS, DOCUMENTOS, APLICATIVOS, LINKS DA WEB, SITE FTP ou RECORTE preferidas, aperte a tecla de atalho do QAP [~1~] ou [~2~] e, no menu popup, selecione o favorito desejado.
lHelpText12	Quando você selecionar uma PASTA favorita no Windows Explorer ou uma caixa de diálogo de arquivo*, o Quick Access Popup instantaneamente "navega" a janela atual até esta pasta! *Este recurso deve ser ativado em Opções.
lHelpText13	Para forçar a abertura da pasta em uma nova janela, aperte as teclas de atalho Alternativas [~1~] ou [~2~]. No menu Alternativo, selecione "Abrir em uma nova janela", então selecione a pasta desejada. O menu Alternativo oferece várias outras funções.
lHelpText14	Escolha "Configurações" para personalizar o menu do Quick Access Popup. Você pode adicionar favoritos em seu menu. Você pode mover, renomear ou excluir favoritos. Também pode adicionar SUBMENUS, GRUPOS ou MENUS COMPARTILHADOS. Escolha "Menu ou grupo para editar:" na lista suspensa. Clique "Salvar" para manter suas alterações. 
lHelpText21	Para adicionar favoritos, na janela "Configurações", clique no botão "Adicionar". Selecione o tipo do novo favorito e veja as dicas no lado direito da janela. Clique "Continuar" para abrir a caixa de diálogo "Adicionar Favorito".
lHelpText22	Nas quatro abas da caixa de diálogo "Adicionar favorito", entre as "Configurações Básicas", "Opções de Menu", "Opções da Janela" e "Configurações Avançadas". Clique "Adicionar" para inserir o favorito em seu menu e "Salvar" na janela de Configurações.
lHelpText23	ADICIONAR ESTA PASTA`n`nPara ADICIONAR rapidamente uma nova PASTA ou LINK favorito ao menu popup:`n1) Vá até uma pasta ou página da web usada com frequência.`n2) Clique na tecla de atalho do QAP [~1~] ou [~2~] e escolha "Adicionar esta Pasta ou Link".`n3) Dê um nome curto para a pasta, clique "Adicionar", então "Salvar" na janela Configurações.
lHelpText31	No menu "Meus Essenciais do QAP":
lHelpText32	- Acesse o menu "Alterar..." para mudar para qualquer outra janela do Explorer ou aplicativo em execução.`n- Use o menu "Reabrir Pasta" para reabrir uma das pastas já abertas em uma janela do Explorer (muito útil em caixas de diálogo de arquivo).`n- Escolha o menu "Pastas recentes..." para exibir uma lista atualizada das pastas recentes do Windows.`n- Acesse os arquivos ou URLs em sua Área de Transferência pelo menu "Área de Transferência".`n- Clique no menu "Discos" para ver a lista de unidades com o espaço em disco atual.
lHelpText33	PERSONALIZE O MENU DE RECURSOS DO QAP
lHelpText34	Você pode mover os itens do menu "Meus Essenciais do QAP" para o menu principal ou outros submenus como desejar.`n`n1) Selecione o menu "Configurações" (ou aperte [~1~]).`n2) Na lista suspensa "Menu ou grupo para editar:", selecione "Principal > Meus Essenciais do QAP".`n3) Selecione o recurso do QAP para mover e clique "Editar".`n4) Na aba "Opções do Menu", selecione o novo "Menu Pai do Favorito".`n5) Salve suas alterações.
lHelpText41	- Use o ícone do Quick Access Popup no menu da Área de Notificação (canto inferior direito da tela do Windows) em uma destas 3 maneiras:`n1) Clique esquerdo no ícone para abrir o menu popup do QAP`n2) Clique direito no ícone para abir o menu de sistema do QAP.`n3) Clique duplo no ícone para abrir a caixa de diálogo "Configurações".
lHelpText42	- No menu da Área de Notificação, clique direito no ícone do Quick Access Popup e marque a opção "Executar na Inicialização" para iniciar o Quick Access Popup automaticamente com o Windows.
lHelpText43	- Configure os disparadores de menu do Quick Access Popup: escolha os botões preferidos do mouse ou atalhos de teclado em "Configurações > Opções > Teclas de atalho do menu".
lHelpText44	- Também em "Opções": escolha o idioma preferido, tamanho dos ícones do menu, cores das janelas. Selecione o número de pastas recentes para exibir, adicione atalhos numéricos do teclado ao menu de pastas ou lembretes de atalhos. Fixe o menu popup em uma posição ou lembre a posição da janela de Configurações.
lHelpText45	- Usuários do Directory Opus, veja <a href="http://www.quickaccesspopup.com/how-to-i-enable-directory-opus-support-in-quick-access-popup/">esta página</a> para informações adicionais.`n- Usuários do Total Commander, veja <a href="http://www.quickaccesspopup.com/how-do-i-enable-total-commander-support-in-quick-access-popup/">esta página</a> para informações adicionais.`n- Usuários de outros gerenciadores de arquivos, vejam <ahref="http://www.quickaccesspopup.com/what-file-managers-are-supported-in-addition-to-windows-explorer/">esta página</a> para informações adicionais em QAPconnect.
lHelpText51	Os menus compartilhados permitem gerenciar os favoritos em um arquivo de configuração que pode ser compartilhado por usuários diferentes ou usado pelo mesmo usuário em computadores diferentes. Há 3 tipos de menus Compartilhados:
lHelpText52	Os menus Compartilhados podem conter quaisquer tipos de favoritos, exceto outros menus Compartilhados. O arquivo de configurações do menu Compartilhado pode ser salvo em uma unidade de rede ou uma pasta compartilhada (como o Dropbox) e usado em PCs diferentes. O QAP suporta totalmente o trabalho colaborativo evitando conflitos de modificação.
lHelpText53	Para criar ou adicionar um menu compartilhado, na caixa de diálogo Adicionar Favorito, selecione Menu Compartilhado e pressione Continuar. No local do arquivo de configurações do menu Compartilhado, entre o caminho e o nome do arquivo de configurações externo. A extensão do arquivo deve ser .ini. Se o arquivo de configurações já existir, o seu conteúdo será adicionado em seu menu popup. Se ele não existir, ele será criado como um submenu em branco.
lHelpText54	Configure um Catálogo de Menus Compartilhados em Opções (aba "Geral") para tornar mais fácil para seus usuários inscreverem-se em menus Compartilhados.
lHelpTextLead	O Quick Access Popup lhe permite mover rapidamente entre suas pastas, documentos e páginas da web mais usadas com frequência!
lHelpTitle	Ajuda - ~1~ ~2~
lImpExpAborted	abortado
lImpExpAppend	Anexar
lImpExpCompleted	concluído
lImpExpDestination	Destino
lImpExpExport	Exportar
lImpExpExportAmpersand	&Exportar
lImpExpFavorites	favoritos
lImpExpFavoritesNotFound	Favoritos não encontrados no arquivo:`n`n~1~
lImpExpFile	Arquivo ~1~
lImpExpFileGlobal	Configurações globais e atalhos do menu principal
lImpExpFileThemes	Temas
lImpExpFinalReport	Transferir ~1~.`n`nOrigem:`n~2~`n`nDestino:`n~3~
lImpExpHotkeys	teclas de atalho
lImpExpImport	Importar
lImpExpImportAmpersand	&Importar
lImpExpMenu	Importar/Exportar Configurações
lImpExpMenuDescription	Exibe uma caixa de diálogo onde você pode exportar os seus favoritos e outras configurações para criar um backup em um local da sua escolha.`n`nVocê também pode importar favoritos e configurações a partir de outro PC ou usuário.
lImpExpMerge	Mesclar com
lImpExpNoThemes	Nenhuma lista de temas encontrado no valor "~1~" da seção "~2~".`n`nArquivo de origem:`n~3~
lImpExpOptionAlternative	Atalhos dos menus alternativos
lImpExpOptionFavorites	Favoritos
lImpExpOrIdentical	(ou conteúdo idêntico)
lImpExpReplaceAll	Substituir todos
lImpExpReplaceFavorites	Há favoritos no arquivo de destino. O que você deseja fazer?`n`n~1~
lImpExpReplaceSection	Substituir (SOBRESCREVER) a seção ~2~ no arquivo existente?`n`n~1~`n`n[~2~]`n~3~
lImpExpRestartApp	Deseja reiniciar o ~1~ e carregar as novas configurações agora?
lImpExpSectionNotFound	Conteúdo não encontrado no arquivo:`n`n~1~`n`nSeção: [~2~]`nDescrição: ~3~
lImpExpSelectFile	Por favor, selecione o arquivo ~1~.
lImpExpSource	Origem
lImpExpTitle	Importar / Exportar Configurações
lImpExpUnsavedSettings	Uma janela de configurações está aberta, possivelmente com alterações não salvas.`n`nPor favor, feche a janela de configurações antes de importar ou exportar configurações.
lMainMenuName	Principal
lMenuAboutAmpersand	So&bre
lMenuAddFavorite	Adicionar Favorito
lMenuAddFavoriteDescription	Exibe uma lista de tipos de favoritos onde você seleciona o tipo de favorito para adicionar.`n`nNa próxima janela, você entra :`n- um nome para o seu favorito`n- um conteúdo`n- várias configurações, como ícone, atalho, string de substituição, parâmetros, etc.`n`nDependendo do tipo de favorito selecionado, o conteúdo do favorito pode ser uma pasta, documento ou caminho do arquivo do aplicativo, link da web, texto recortado, nome do submenu, etc.
lMenuAddFavoriteOfTypeDescription	Adiciona um favorito do tipo "~1~".`n`nNa caixa de diálogo "Adicionar Favorito", entre :`n- um nome para o seu favorito`n- um conteúdo, dependendo do tipo de favorito selecionado`n- várias configurações, como ícone, atalho, string de substituição, parâmetros, etc.
lMenuAddThisFolder	Adicionar esta Pasta ou Link
lMenuAddThisFolderDescription	Adiciona rapidamente ao seu menu a pasta ou página da web ativa.`n`nVocê pode adicionar pastas desta maneira nas janelas do Explorer ou nas caixas de diálogo de arquivo. Você pode adicionar links para páginas da web a partir da maioria dos navegadores.`n`nNa caixa de diálogo "Adicionar favorito", confirme o nome do seu favorito e entre várias configurações, como ícone, atalho, string de substituição, parâmetros, etc.`n`nPor padrão, este recurso é incluído no menu Principal.
lMenuAddThisFolderXpress	Adicionar Esta Pasta ou Link Expresso
lMenuAddThisFolderXpressDescription	Similar ao recurso "Adicionar esta Pasta ou Link", exceto que o novo favorito será automaticamente adicionado ao início do menu Principal sem nenhum a interrupção.`n`nSe você precisar alterar as configurações padrão, você pode clicar no botão "Editar" para mudar o nome, posição ou várias configurações dos favoritos.`n`nEm "Opções", você pode definir o novo favorito para ser adicionado por padrão no final do menu Principal.
lMenuAlternativeEditFavorite	Editar um Favorito
lMenuAlternativeNewWindow	Abrir em uma nova janela
lMenuAlternativeOpenContainingCurrent	Abrir Pasta na Janela Atual
lMenuAlternativeOpenContainingNew	Abrir Pasta em uma Nova Janela
lMenuAlternativeRunAs	Executar como Administrador
lMenuAppData	Dados de Aplicativos
lMenuCache	Cache
lMenuClipboard	Área de Transferência
lMenuClipboardDescription	Exibe um menu dinâmico com o conteúdo atual da Área de Transferência do Windows.`n`nSe a Área de Transferência contiver o caminho para documentos, aplicativos ou pastas, o QAP mostra esta lista no menu, permitindo a você abrir um documento, iniciar um aplicativo ou navegar até uma pasta encontrada na Área de Transferência.
lMenuCloseAllWindows	Fechar todas as janelas
lMenuCloseAllWindowsDescription	Exibe uma lista de janelas atualmente abertas. Desmarque estas para manter e clique "Fechar janelas selecionadas" para fechar as outras janelas. Clique duplo ou pressione Enter para fechar uma janela ou ver seus detalhes.
lMenuCloseThisMenu	Fechar este menu
lMenuCloseThisMenuDescription	Fecha o menu do QAP se este não é fechado clicando fora do menu ou pressionando a tecla ESC como normalmente é feito.`n`nIsto está relacionado a um problema intermitente (provavelmente causado pelo Windows) prevenindo que os usuários fechem o menu normalmente.
lMenuColumnBreak	coluna
lMenuCommonAppData	Dados de Aplicativos Comuns
lMenuCommonDesktop	Área de Trabalho Comum
lMenuCommonStartMenu	Menu Iniciar Comum
lMenuCommonStartupMenu	Menu Inicializar Comum
lMenuCookies	Cookies
lMenuCopyLocation	Copiar Caminho ou URL do Favorite
lMenuCurrentFolders	Reabrir Pasta
lMenuCurrentFoldersDescription	Exibe um menu dinâmico mostrando as pastas já abertas em janelas do Windows Explorer e Directory Opus. Este menu é atualizado a cada vez que você abre o menu do QAP.`n`nReabrir uma Pasta é particularmente útil quando você está em uma caixa de diálogo de arquivo e quer abrir um arquivo em uma pasta já aberta em outra janela. Veja também "Reabrir Pasta Atual na Caixa de Diálogo".
lMenuDesktop	Área de Trabalho
lMenuDownloads	Downloads
lMenuDrives	Discos
lMenuDrivesDescription	Exibe um menu dinâmico mostrando as unidades em seu sistema com rótulo, espaço livre, capacidade e um ícone para mostrar o tipo de unidade.`n`nEste menu é atualizado a cada vez que você abre o menu do QAP.
lMenuDrivesSpace	(~1~ GB livre(s) / ~2~ GB)
lMenuEditIniFile	Editar ~1~
lMenuEditIniFileDescription	Edite o arquivo atual (.ini) de configurações do Quick Access Popup.
lMenuExitApp	Sair do ~1~
lMenuExitAppDescription	Fecha o Quick Access Popup, liberando todos os disparadores e atalhos de menu do mouse ou teclado atribuídos aos favoritos.
lMenuExternalCatalogue	Adicionar menu de favoritos compartilhados do catálogo...
lMenuExternalCatalogueDescription	Adiciona ao seu menu um menu compartilhado do Catálogo de Menus Compartilhados, um repositório de arquivos de configuração de favoritos gerenciado pelos administradores do menu ou por outros membros do grupo de trabalho.`n`nVocê pode selecionar um arquivo de menu Compartilhado existente do repositório, adicionar um menu compartilhado não presente no catálogo ou criar um novo menu compartilhado.
lMenuFavoritesInternet	Favoritos (Internet)
lMenuFonts	Fontes
lMenuGetWinInfo	Obter informações da janela
lMenuGetWinInfoDescription	Ajuda a identificar uma janela que você deseja excluir o atalho do mouse do menu do QAP.`n`nEste recurso solicitará que você clique na janela de destino com o atalho do menu do QAP (por padrão, botão do meio do mouse) e copie o título da janela e nome da classe em sua área de transferência.`n`nVeja a aba "Exclusões" na caixa de diálogo "Opções" para explicações completas.
lMenuHelp	Ajuda
lMenuHistory	Histórico
lMenuLastAction	Repetir Última Ação
lMenuLastActionDescription	Adiciona um item rotulado "Repetir Última Ação" ao seu menu. Quando você selecionar este item do menu, ele reabre o último favorito que você abriu.`n`nO rótulo deste recurso sempre será "Repetir Última Ação" (limitação do QAP). Você precisa lembrar qual foi a última ação selecionada.
lMenuLastActions	Repetir Últimas Ações
lMenuLastActionsDescription	Exibe um menu dinâmico contendo os 10 favoritos mais recentes que você iniciou.`n`nVocê pode configurar o número de itens neste menu em "Opções", aba "Menu".`n`nItens neste menu são classificados pelo mais recente usado primeiro. Quando você reabrir um item, sua entrada é movido para o início do menu.
lMenuMenu	Menu
lMenuMyMusic	Minhas Músicas
lMenuMyQAPMenu	Meus Essenciais do QAP
lMenuMySpecialMenu	Minhas Pastas Especiais
lMenuMyVideo	Meus Vídeos
lMenuNoClipboard	A Área de Transferência não contém nenhum caminho ou URL...
lMenuNoCurrentFolder	Nenhuma pasta aberta atualmente...
lMenuPictures	Imagens
lMenuProgramFiles	Arquivos de Programas
lMenuProgramsFolderStartMenu	Pasta de Programas (Menu Iniciar)
lMenuPublicLibraries	Bibliotecas Públicas
lMenuQuickLaunch	Inicialização Rápida
lMenuRecentFiles	Arquivos Recentes
lMenuRecentFilesDescription	Exibe um menu dinâmico contendo os 10 documentos mais recentes usados como registrado pelo Windows em sua pasta virtual "Itens recentes". Você pode configurar o número de itens deste menu em "Opções", aba "Menu".`n`nItens neste menu são classificados pelo arquivo mais recente primeiro, como registrado pelo Windows.
lMenuRecentFolders	Pastas Recentes
lMenuRecentFoldersDescription	Exibe um menu dinâmico contendo as 10 pastas mais recentes abertas como registrado pelo Windows em sua pasta virtual "Itens recentes". Você pode configurar o número de itens deste menu em "Opções", aba "Menu".`n`nItens neste menu são classificados pela pasta mais recente primeiro, como registrado pelo Windows.
lMenuRecentItems	Itens Recentes
lMenuRefreshMenu	Atualizar Pastas Ativas e menus Compartilhados
lMenuRefreshMenuDescription	Atualiza sob demanda os menus de "Pastas ativas". Esta ação também pode ser executada repetidamente entrando um intervalo (em segundos) em "Atualização agendada de menu do QAP" da aba "Menu" nas janelas de "Opções".`n`nDurante o curto (dependendo do número de pastas ativas ou menus compartilhados) tempo de atualização, o menu do QAP ficará indisponível.
lMenuReload	Reiniciar
lMenuReloadDescription	Reinicia o Quick Access Popup.`n`nCertifique-se de salvar as alterações nas Configurações antes de reiniciar o QAP.
lMenuReopenCurrentFolder	Reabrir Pasta Atual na Caixa de Diálogo
lMenuReopenCurrentFolderDescription	Altera a pasta em caixas de diálogo de arquivo para a pasta ativa atualmente no Windows Explorer.`n`nPara usar este recurso, a opção "Alterar pasta na caixa de diálogo..." deve estar marcada em "Opções", aba "Geral".
lMenuReopenInNewWindow	Reabrir Pasta Atual a partir da Caixa de Diálogo
lMenuReopenInNewWindowDescription	Reabre a pasta atual em uma nova janela do Explorer (também no Directory Opus ou Total Commander). Útil quando você quer abrir a pasta em que está navegando em uma caixa de diálogo de arquivo em uma janela do Explorer.
lMenuRestoreSettingsWindowPosition	Restaurar posição da janela de Configurações
lMenuRestoreSettingsWindowPositionDescription	Restaura o tamanho e a posição da janela de Configurações para o centro da tela principal.
lMenuRunAtStartupAmpersand	Executa&r na Inicialização
lMenuSettings	Configurações
lMenuSettingsDescription	Exibe a janela de "Configurações" onde você pode personalizar seu menu suspenso do QAP, gerenciar seus favoritos e definir várias opções.`n`nPor padrão, este recurso é incluído no menu Principal.
lMenuSettingsFileOptions	Opções do arquivo de configurações
lMenuStartMenu	Menu Iniciar
lMenuStartup	Inicialização
lMenuSuspendHotkeys	Teclas de Atalho de Suspensão
lMenuSwitchFolderOrApp	Alterar
lMenuSwitchFolderOrAppDescription	Exibe um menu dinâmico em duas pastes:`n1) as pastas já abertas em janelas do Windows Explorer e Directory Opus`n2) os aplicativos atualmente em execução no seu sistema (iniciando pela janela ativada mais recente).`n`nQuando você selecionar um item, sua janela é automaticamente enviada para a frente.`n`nEste menu é atualizado  a cada vez que o menu do QAP é aberto.
lMenuSwitchSettings	Mudar arquivo de Configurações
lMenuSwitchSettingsDefault	Mudar para o arquivo de configurações padrão
lMenuSwitchSettingsDefaultDescription	Reinicia o Quick Access Popup com o arquivo de Configurações em seu local padrão.`n`nSe você instalou o QAP usando o procedimento de "instalação em um passo", o local padrão é a pasta do Usuário (por exemplo: "C:\Users\Jean\AppData\Roaming\Quick Access Popup").`n`nSe você preferiu a instalação da versão portátil, o local padrão é onde o programa QuickAccessPopup.exe está sendo executado.
lMenuSwitchSettingsDescription	Seleciona outro arquivo de configurações do QAP  e reinicia o Quick Access Popup com estas configurações (incluindo favoritos e várias opções).`n`nCertifique-se de salvar as alterações em Configurações antes de reiniciar o QAP.
lMenuSystemCertificates	Certificados do Sistema
lMenuTemplates	Modelos
lMenuTemporaryFiles	Arquivos Temporários
lMenuUpdateAmpersand	Verificar at&ualizações
lMenuUpdateNoAmpersand	Verificar atualização
lMenuUpdateNoAmpersandDescription	Verifique no site do Quick Access Popup se uma nova versão está disponível.
lMenuUserFolder	Pasta do Usuário
lMenuUserPinned	Fixado pelo Usuário
lNavigateFileError	Ocorreu um erro ao abrir a pasta:`n~1~.
lNavigateSpecialError	Ocorreu um erro ao abrir a pasta especial #~1~.
lOopsAddThisFolderTip	Para melhores resultados com o comando "Adicionar esta Pasta ou Link":`n`n1) Ative a janela ~1~ contendo a pasta ou link para adicionar ao seu menu.`n2) Abra o menu popup menu usando ~2~.`n3) Selecione "Adicionar esta Pasta ou Link" e salve seu novo favorito.
lOopsAmpersandInName	O 'e' comercial "&" em nomes do menu do Windows é usado para definir atalhos de teclado. Para exibir um 'e' comercial no nome do menu, entre "&&".`n`nPara mais informações, pesquise "ampersand" no FAQ do site do QAP.
lOopsCannotCopyFavorite	Favoritos do tipo "~1~" não podem ser copiados.
lOopsCannotCopyMoveToSelf	Você não pode mover ou copiar favoritos para sua localização atual. Por favor, selecione outro destino.
lOopsChangeFolderInDialogAlert	Deseja alterar a pasta nesta caixa de diálogo? Para poder navegar dentro de uma caixa de diálogo, você precisa habilitar esta opção (primeira caixa de seleção na aba "Geral").`n`nDeseja abrir a janela de opções?
lOopsCouldNotOpenSpecialFolder	O ~1~ não pôde abrir a pasta especial: "~2~".
lOopsEmpty	vazio
lOopsErrorIniFileModified	Este menu compartilhado foi modificado desde que você abriu o QAP. Para editar este menu, recarregue o QAP.`n`nRecarregar agora? Alterações não salvas no menu serão perdidas.
