lAboutText1	~1~ ~2~ (~3~ bits)
lDialogSettingsNotSavedTitle	~1~ - Definições não guardadas
lDialogShift	Shift
lDialogShortcut	Atalho
lDialogShortcuts	Teclas de Atalho
lDialogShortcutsDescription	Exibe uma caixa de diálogo com uma vista geral dos seus atalhos de teclado ou de rato. Pode ordenar os favoritos clicando no cabeçalho.`n`nFaça duplo clique num atalho para alterar ou remover as teclas de atalho atribuídas.`n`nClique na caixa de selecção "Ver todos os favoritos" para atribuir teclas de atalho a outros favoritos.
lDialogSortBy	Ordenar por
lDialogSortOrder	Ordenação
lDialogSpecialFoldersCategoriesNames	Básico|Utilizador Experiente|Admin. de Sistema|Conteúdos|Hardware
lDialogState	Estado da Janela:
lDialogSubmenuNameEmpty	O nome do submenu está em branco. Por favor, escolha um nome.
lDialogSubmenuParentMenu	Menu superior do submenu
lDialogSwitchSettings	Seleccione o ficheiro de Definições a usar
lDialogSwitchSettingsCancel	Mudança de ficheiro de definições cancelada...`n`nFicheiro de definições actual: ~1~
lDialogSwitchSettingsReady	Recarregar ~2~ com o novo ficheiro de definições:`n`n~1~
lDialogTabNext	Próximo
lDialogThirdPartyDetected	O ~1~ detectou que ~2~ está instalado no seu sistema.`n`nDeseja activar a integração do ~2~?
lDialogTreeView	vista em árvore
lDialogTriggerFor	Desencadeador para:
lDialogUseDefaultWindowPosition	Usar posição padrão da janela
lDialogWin	Windows
lDialogWindowPosition	Posição da janela:
lDialogWindowPositionDelay	Atraso
lDialogWindowPositionH	Altura
lDialogWindowPositionLeft	Esquerda
lDialogWindowPositionMayFail	Nota: por diversas razões o QAP pode falhar em mover ou redimensionar algumas janelas.
lDialogWindowPositionRight	Direita
lDialogWindowPositionW	Largura
lDialogWindowPositionX	Esquerda
lDialogWindowPositionY	Superior
lDialogWindowsFolderIconCreate	criar
lDialogWindowsFolderIconNoRoot	O ícone de pasta do Windows não pode ser definido no directório raiz da unidade (~1~).
lDialogWindowsFolderIconPrompt	Este comando irá ~1~ o ficheiro de sistema:`n~2~`n`nO ícone de pasta do Windows será definido para o ícone actualmente seleccionado para este favorito. Deseja continuar?
lDialogWindowsFolderIconPrompt2	Nota: Pode demorar 10-15 segundos ou até um minuto até o Windows exiba o ícone da nova pasta. 
lDialogWindowsFolderIconRemove	Remover o ícone de pasta do Windows
lDialogWindowsFolderIconRemoveFile	Este comando também pode ELIMINAR este ficheiro de sistema e restaurar a pasta para o seu estado padrão:`n~1~`n`nDeseja ELIMINAR o ficheiro de sistema? 
lDialogWindowsFolderIconReset	O ícone da pasta será reposto para a sua imagem padrão. `n`nDeseja continuar?
lDialogWindowsFolderIconSet	Definir o ícone de pasta Windows
lDialogWindowsFolderIconUpdate	actualizar
lDialogWinShort	Win
lDialogWorkingDirLabel	Iniciar em
lDonateButtonAmpersand	Apoie o &Freeware!
lDonateCheckPrompt	Está satisfeito com o ~1~?`n`n~1~ é não só GRÁTIS, mas também ISENTO de publicidade desagradável ou adware que pode ser portador de spyware ou malware.`n`n~2~ até agora, ~1~ ajudou-o no seu trabalho diário. Que tal apoiar o freeware agora?
lDonateCheckPrompt2	Nota: Aos utilizadores que gentilmente fizerem uma doação é-lhes dado um CÓDIGO que irá PARAR ~1~.
lDonateCheckPrompt3	a exibição desta mensagem
lDonateCheckPrompt4	a exibição de lembretes de doação 
lDonateCheckTitle	~1~ vezes! - ~2~
lDonateMenu	Apoie o Freeware!
lDonatePlatformComment1	Doe com cartão de crédito (não é necessário criar uma conta) ou com a sua conta PayPal
lDonatePlatformComment2	Para dadores Europeus
lDonatePlatformComment3	Para dadores Canadianos
lDonatePlatformComment4	Em $US, Euros e $CAD
lDonatePlatformName1	Usando Paypal em US $
lDonatePlatformName2	Usando Paypal em Euros
lDonatePlatformName3	Usando Paypal em CAD $
lDonatePlatformName4	Faça doações mensais
lDonateReviewNameLeft1	Download.com
lDonateReviewNameLeft2	PortableFreeware.com
lDonateReviewNameLeft3	Softpedia.com
lDonateReviewNameRight1	BetaNews.com
lDonateReviewNameRight2	FileCluster.com
lDonateReviewNameRight3	Freewares && Tutos (FR)
lDonateText1	Apoie o desenvolvimento do ~1~!
lDonateText2	<a href="~1~">Porquê apoiar o freeware?</a>
lDonateText3	... ou apoie o freeware sem custos!
lDonateText4	Faça uma avaliação favorável do ~1~ em:
lDonateText5	Envie-me o seu link
lDonateThankyou	Obrigado por apoiar o freeware!
lDonateTitle	Apoie o freeware! - ~1~ ~2~
lGuiAbout	Acerca
lGuiAboutDescription	Exibe o desenvolvimento, traduções e outros créditos, versão da aplicação e runtime, licença, nome do utilizador actual e do PC, ligação para a página de suporte.`n`nEsta funcionalidade também está disponível através do botão "Acerca" da janela principal "Definições".
lGuiAddFavorite	Adicionar
lGuiCancel	Cancelar
lGuiCancelAmpersand	&Cancelar
lGuiClose	Fechar
lGuiCloseAmpersand	Fe&char
lGuiCopyAmpersand	C&opiar
lGuiDonate	Doar
lGuiDonateDescription	Exibe a caixa de diálogo "Apoie o freeware".`n`nPode fazer uma doação em US $, Euros ou CAN $ usando o Paypal ou cartão de crédito. Pode também fazer pequenos donativos mensais.`n`nO desenvolvimento do programa e o apoio aos seus utilizadores consome muito do meu tempo livre. Mas gosto disso e faço o meu melhor para manter os utilizadores eficazes e satisfeitos. Os donativos ajudam-me a apoiar os utilizadores e a adiconar novos melhoramentos e funcionalidades regularmente!
lGuiDropFilesHelp	Ajuda Arrastar && Largar
lGuiDropFilesIncentive	Pode Arrastar & Largar os seguintes tipos de favoritos para a janela ~1~ :`n`n`t- ~2~`n`t- ~3~`n`t- ~4~
lGuiDropFilesIncentive2	Para ajudá-lo a arrastar um ou mais ficheiros, pode tornar a janela de Definições "sempre visível" clicando no ícone pin do lado esquerdo da janela.
lGuiEditFavorite	Editar
lGuiGroupClosing	Fechar janelas do Explorador
lGuiGroupRestoreDelay	Atraso entre os favoritos para restaurar:
lGuiGroupRestoreDelayMilliseconds	milisegundos
lGuiGroupRestoreSide	Exibir em que lado do ~1~?
lGuiGroupSaveAddWindowsLabel	Adicionar a janelas existentes
lGuiGroupSaveReplaceWindowsLabel	Substituir janelas existentes
lGuiGroupSaveRestoreOption	Ao restaurar este grupo:
lGuiGroupSaveRestoreWith	Restaurar pastas com:
lGuiHelp	Ajuda
lGuiHelpDescription	Mostra a janela reduzida da "Ajuda" do QAP.
lGuiHotkeysHelp	Ajuda Atalhos dos Favoritos
lGuiHotkeysHelpText	Baixo: Selecciona o próximo favorito`nCima: Selecciona o anterior favorito`n`nEnter: Edita o favorito`nCtrl-N: Adiciona um novo favorito`nCtrl-C: Copia um favorito`nDel: Remove favorito(s)`n`nShift-Cima/Baixo: Selecciona favoritos contíguos`nCtrl-Clique: Selecciona favoritos não contíguos`nCtrl-A: Selecciona todos os favoritos`n`nCtrl-Baixo: Move favorito(s) para baixo`nCtrl-Cima: Move favorito(s) para cima`n`nCtrl-Direita: Abre o submenu ou grupo seleccionado`nCtrl-Esquerda: Abre o menu superior
lGuiHotkeysHelpText2	F1: Exibe a janela de Ajuda`nCtrl-F: Selecciona a caixa de procura`nCtrl-H: Exibe esta janela
lGuiLoginName	Nome de Utilizador
lGuiLvFavoritesHeader	Nome|Tipo|Tecla de Atalho|Localização ou conteúdo
lGuiLvFavoritesHeaderFiltered	Nome|Menu|Tipo|Tecla de Atalho|Localização ou conteúdo
lGuiMove	Mover
lGuiMoveAmpersand	&Mover
lGuiOptions	Opções
lGuiOptionsDescription	Exibe a caixa de diálogo "Opções" permitindo fazer o QAP trabalhar à sua maneira.`n`nAs opções estão agrupadas em separadores: "Geral", "Menu", "Teclas de Atalho", "Teclas de Atalho alternativs", "Exclusões" e "Gestão de ficheiros".
lGuiPassword	Palavra-passe
lGuiPasswordNotEncripted	Nota: a palavra-passe NÃO será encriptada ao ser enviada para a Internet.
lGuiRemoveFavorite	Remover
lGuiResetDefault	Repor tecla de atalho padrão
lGuiSaveAmpersand	&Guardar
lGuiSaveAndCloseAmpersand	&Guardar`n&& Fechar
lGuiSaveAndStayAmpersand	Guardar`n&& &Recarregar
lGuiSaveToUpdateBacklinks	Guardar para actualizar ligações de retorno
lGuiSaving	A guardar
lGuiSubmenuDropdownLabel	Menu ou grupo para editar:
lGuiTitle	Definições - ~1~ ~2~
lHelpTabAddingFavorite	Adicionar Favoritos
lHelpTabGettingStarted	Primeiros Passos
lHelpTabQAPFeatures	Funções QAP
lHelpTabSharedMenus	Menus Partilhados
lHelpTabTipsAndTricks	Dicas e Truques
lHelpText11	Ao iniciar, o Quick Access Popup adiciona um ícone na área de notificação e aguarda as suas ordens. Quando desejar abrir PASTAS, DOCUMENTOS, APLICAÇÕES, LIGAÇÕES WEB, SITES FTP ou AMOSTRAS DE TEXTO, da sua preferência, basta usar a tecla de atalho do QAP [~1~] ou [~2~] e, no menu emergente, seleccionar o favorito pretendido.
lHelpText12	Quando seleccionar uma PASTA favorita no Explorador do Windows ou uma caixa de diálogo de ficheiro*, o Quick Access Popup  "navega" de imediato a janela actual para essa pasta! * Esta função deve ser activada nas Opções.
lHelpText13	Para forçar a abertura da pasta numa nova janela, use as teclas de atalho Alternativas [~1~] ou [~2~]. No menu Alternativo, seleccione "Abrir em nova janela", em seguida, seleccione a pasta desejada. O menu Alternativo disponibiliza várias outras funcionalidades.
lHelpText14	Seleccione "Definições" para personalizar o seu menu do Quick Access Popup. Pode adicionar favoritos ao seu menu. Pode mover, renomear ou eliminá-los. Também pode adicionar SUBMENUS, GRUPOS ou MENUS PARTILHADOS. Seleccione o "Menu ou grupo para editar:" na lista pendente. Clique em "Guardar" para manter as suas alterações.
lHelpText21	Para adicionar favoritos, clique no botão "Adicionar", na janela "Definições". Seleccione o tipo do novo favorito e veja as dicas no lado direito da janela. Clique em "Continuar" para abrir a caixa de diálogo "Adicionar Favorito".
lHelpText22	Nos quatro separadores da caixa de diálogo "Adicionar favorito", introduza as "Definições Básicas", "Opções do Menu", "Opções da Janela" e "Definições Avançadas". Clique em "Adicionar" para inserir o favorito no seu menu e em "Guardar" na janela Definições.
lHelpText23	ADICIONAR ESTA PASTA OU LIGAÇÃO`n`nPara ADICIONAR rapidamente uma nova PASTA favorita ou LIGAÇÃO ao menu emergente:`n1) Vá para uma pasta ou página web usada frequentemente.`n2) Clique na tecla de atalho do QAP [~1~] ou [~2~], e escolha "Adicionar esta Pasta ou Ligação".`n3) Dê um nome abreviado ao favorito, clique em "Adicionar", e depois em "Guardar" na janela Definições
lHelpText31	No menu "O Meu QAP Básico":
lHelpText32	- Aponte o menu "Mudar..." para mudar para qualquer outra janela em execução do Explorador ou de uma aplicação.`n- Utilize o menu "Reabrir uma Pasta" para reabrir uma pasta anteriormente aberta na janela do Explorador (muito útil em caixas de diálogo de ficheiros).`n- Seleccione o menu "Pastas recentes..." para exibir uma lista actualizada das pastas recentes do Windows.`n- Aceda aos ficheiros ou URLs na sua Área de Transferência com o menu "Área de Transferência".`n- Clique no menu "Unidades" para ver a lista de unidades com o espaço de disco actual.
lHelpText33	PERSONALIZE O SEU MENU DE FUNÇÕES QAP
lHelpText34	Pode mover os itens do menu "O Meu QAP Básico" para o menu principal ou para outros submenus como preferir.`n`n1) Seleccione o menu "Definições" (ou prima [~1~]).`n2) Na lista pendente do "Menu ou grupo para editar:", seleccione "Principal > O Meu QAP Básico".`n3) Seleccione a função QAP para mover e clique em "Editar".`n4) No separador "Opções do Menu", seleccione o "Menu Favorito Superior".`n5) Guarde as suas alterações.
lHelpText41	- Utilize o ícone Quick Access Popup da Área de notificação (inferior direita do ecrã) de uma destas três formas:`n1) Clique esquerdo no ícone para abrir o menu emergente do QAP`n2) Clique direito no ícone para abrir o menu de sistema do QAP.`n3) Duplo clique no ícone para abrir a caixa de diálogo "Definições".
lHelpText42	- Na área de notificação, clique com o botão direito do rato no ícone do Quick Access Popup e marque a opção "Executar no Arranque" para iniciar o Quick Access Popup automaticamente com o sistema.
lHelpText43	- Configure os seus desencadeadores do menu Quick Access Popup: escolha os seus botões do rato preferidos ou atalhos de teclado em "Definições, Opções, Teclas de Atalho".
lHelpText44	- Também nas "Opções": escolha o seu idioma preferido, tamanho dos ícones do menu e cores das janelas. Seleccione o número de pastas recentes a exibir, adicione atalhos de teclado numéricos ao menu das pastas ou lembretes de atalho. Fixe o menu emergente em determinada posição ou mantenha a posição da janela Definições.
lHelpText45	- Utilizadores do Directory Opus, ver <a href="http://www.quickaccesspopup.com/how-to-i-enable-directory-opus-support-in-quick-access-popup/">esta página</a> para mais informações.`n- Utilizadores do Total Commander, ver <a href="http://www.quickaccesspopup.com/how-do-i-enable-total-commander-support-in-quick-access-popup/">esta página</a> para mais informações.`n- Utilizadores de outros gestores de ficheiros, ver <a href="http://www.quickaccesspopup.com/what-file-managers-are-supported-in-addition-to-windows-explorer/">esta página</a> para mais informações no QAPconnect.
lHelpText51	Os menus partilhados permitem gerir os favoritos num ficheiro de definições que pode ser partilhado por vários utilizadores ou utilizado pelo mesmo utilizador em diferentes computadores. Existem três tipos de menus partilhados:
lHelpText52	Os menus partilhados podem conter qualquer tipo de favoritos, excepto outros menus partilhados. O ficheiro de definições do menu partilhado pode ser guardado numa unidade de rede ou numa pasta partilhada (como o Dropbox) e usado em vários PCs. O QAP suporta trabalho colaborativo evitando conflitos de modificações.
lHelpText53	Para criar ou modificar um menu partilhado, na caixa de diálogo Adicionar Favorito, seleccione Menu Partilhado e pressione Continuar. Na localização do ficheiro de definições do menu partilhado, introduza o caminho e o nome do ficheiro de definições externo. A extensão do ficheiro deve ser .ini. Se o ficheiro de definições já existir, o seu conteúdo será adicionado ao menu emergente. Se não existir, será criado como um sub-menu vazio.
lHelpText54	Configure um Catálogo de Menus Partilhados em Opções (separador "Geral") para facilitar aos seus utilizadores a subscrição dos menus partilhados.
lHelpTextLead	O Quick Access Popup permite-lhe mover-se rapidamente entre as suas pastas de uso mais frequente, documentos, aplicações, páginas internet e muito mais!
lHelpTitle	Ajuda - ~1~ ~2~
lImpExpAborted	abortado
lImpExpAppend	Anexar
lImpExpCompleted	Concluído
lImpExpDestination	Destino
lImpExpExport	Exportar
lImpExpExportAmpersand	&Exportar
lImpExpFavorites	favoritos
lImpExpFavoritesNotFound	Não foram encontrados favoritos no ficheiro:`n`n~1~
lImpExpFile	ficheiro ~1~
lImpExpFileGlobal	Definições gerais e teclas de atalho do menu principal
lImpExpFileThemes	Temas
lImpExpFinalReport	Transferir ~1~.`n`nOrigem:`n~2~`n`nDestino:`n~3~
lImpExpHotkeys	teclas de atalho
lImpExpImport	Importar
lImpExpImportAmpersand	&Importar
lImpExpMenu	Definições de Importação/Exportação
lImpExpMenuDescription	Exibe uma caixa de diálogo onde pode exportar os seus favoritos e outras definições para criar uma cópia de segurança num local da sua escolha.`n`nTambém pode importar favoritos e definições de outro PC ou utilizador.
lImpExpMerge	Misturar com
lImpExpNoThemes	Nenhuma lista de temas encontrada no valor "~1~" da secção "~2~".`n`nFicheiro de origem:`n~3~
lImpExpOptionAlternative	Teclas de atalhos dos menus alternativos
lImpExpOptionFavorites	Favoritos
lImpExpOrIdentical	(ou conteúdo idêntico)
lImpExpReplaceAll	Substituir tudo
lImpExpReplaceFavorites	Existem favoritos no ficheiro de destino. O que pretende fazer?`n`n~1~
lImpExpReplaceSection	Substituir (SOBRESCREVER) a secção ~2~ no ficheiro existente?`n`n~1~`n`n[~2~]`n~3~
lImpExpRestartApp	Deseja reiniciar ~1~ e carregar já as novas definições?
lImpExpSectionNotFound	Conteúdo não encontrado no ficheiro:`n`n~1~`n`nSecção: [~2~]`nDescrição: ~3~
lImpExpSelectFile	Por favor, seleccione ficheiro ~1~.
lImpExpSource	Origem
lImpExpTitle	Definições de Importação / Exportação - ~1~
lImpExpUnsavedSettings	Está aberta uma janela de definições, possivelmente com alterações não guardadas.`n`nPEncerre as janelas de definições antes de importar ou exportar definições.
lMainMenuName	Principal
lMenuAboutAmpersand	A&cerca
lMenuAddFavorite	Adicionar Favorito
lMenuAddFavoriteDescription	Exibe uma lista de tipos de favoritos onde pode seleccionar o tipo de favorito a adicionar.`n`nNa janela seguinte, pode introduzir :`n- um nome para o seu favorito`n- um conteúdo`n- várias definições como ícone, tecla de atalho, cadeia de substituição, parâmetros, etc.`n`nDependendo do tipo de favorito seleccionado, o conteúdo do favorito pode ser uma pasta, documento ou atalho de ficheiro da aplicação, ligação internet, texto snippet, nome de sub-menu, etc.
lMenuAddFavoriteOfTypeDescription	Adicionar um favorito do tipo "~1~".`n`nNa caixa de diálogo "Adicionar Favorito", introduza :`n- um nome para o seu favorito`n- um conteúdo, dependendo do tipo de favorito seleccionado`n- várias definições como ícone, tecla de atalho, cadeia de substituição, parâmetros.
lMenuAddThisFolder	Adicionar esta Pasta ou Ligação
lMenuAddThisFolderDescription	Adicione rapidamente ao seu menu a pasta actual ou página web.`n`nPode adicionar pastas deste modo nas janelas do Explorer ou em janelas de caixa de diálogo de ficheiro. Pode adicionar ligações para páginas web a partir da maioria dos navegadores.`n`nNa caixa de diálogo "Adicionar favorito", confirme o nome para o seu favorito e introduza várias definições como ícone, tecla de atalho, cadeia de substituição, parâmetros, etc.`n`nPor defeito esta funcionalidae está incluída no menu principal.
lMenuAddThisFolderXpress	Adicionar esta Pasta ou Ligação Expresso
lMenuAddThisFolderXpressDescription	Semelhante À funcionalidade "Adicionar esta Pasta ou Ligação" excepto que o novo favorito será automaticamente adicionado no nício do menu Principal sem qualquer interrupção.`n`nSe necessitar alterar definições padrão, pode clicar no botão "Editar" para alterar o nome, posição ou várias definições dos favoritos.`n`nNas "Opções", pode definir o novo favorito ser adicionado por defeito no fim do menu Principal.
lMenuAlternativeEditFavorite	Editar um Favorito
lMenuAlternativeNewWindow	Abrir em nova janela
lMenuAlternativeOpenContainingCurrent	Abrir a Pasta respectiva na Janela Actual
lMenuAlternativeOpenContainingNew	Abrir a Pasta respectiva numa Nova Janela
lMenuAlternativeRunAs	Executar como administrador
lMenuAppData	Dados de Aplicações
lMenuCache	Cache
lMenuClipboard	Área de Transferência
lMenuClipboardDescription	Exibe um menu dinâmico com o conteúdo actual da área de transferência do Windows.`n`nSe a área de transferência contiver atalhos de documentos, aplicações ou pastas, o QAP mostra esta lista no menu, permitindo-lhe abrir um documento, carregar uma aplicação ou navegar para uma pasta encontrada na área de transferência.
lMenuCloseAllWindows	Fechar todas as janelas
lMenuCloseAllWindowsDescription	Exibe uma lista das janelas actualmente abertas. Desmarque as janelas a manter e clique "Fechar Janelas Seleccionadas" para fechar as restantes. Faça duplo clique ou prima Enter para fechar uma janela ou ver os seus detalhes.
lMenuCloseThisMenu	Fechar este menu
lMenuCloseThisMenuDescription	Fecha o menu QAP se não estiver fechado, clicando no exterior do menu ou premindo a tecla Escape como faria normalmente.`n`nIsto está relacionado com um problema intermitente (provavelmente provocado pelo Windows) impedindo que os utilizadores fechem o menu normalmente.
lMenuColumnBreak	coluna
lMenuCommonAppData	Dados de Aplicações (comum)
lMenuCommonDesktop	Ambiente de Trabalho (comum)
lMenuCommonStartMenu	Menu Iniciar (comum)
lMenuCommonStartupMenu	Menu de Arranque (comum)
lMenuCookies	Cookies
lMenuCopyLocation	Copiar um Atalho ou URL dos Favoritos
lMenuCurrentFolders	Reabrir uma Pasta
lMenuCurrentFoldersDescription	Exibe um menu dinâmico mostrando as pastas já abertas nas janelas do Windows Explorer e Directory Opus. Este menu é actualizado todas as vezes que abrir o menu QAP.`n`nÉ particularmente útil para reabrir uma Pasta quando estiver numa caixa de diálogo de ficheiro e quiser abrir um ficheiro numa pasta já aberta noutra janela.  Veja também "Reabrir Pasta Actual em Caixa de Diálogo".
lMenuDesktop	Ambiente de Trabalho
lMenuDownloads	Transferências
lMenuDrives	Unidades
lMenuDrivesDescription	Exibe um menu dinâmico mostrando as unidades do seu sistema com etiqueta, espaço livre, capacidade e ícone mostrando o tipo de unidade.`n`nEste menu é actualizado sempre que abrir o menu QAP.
lMenuDrivesSpace	(~1~ GB livres / ~2~ GB)
lMenuEditIniFile	Editar ~1~
lMenuEditIniFileDescription	Edita o ficheiro de definições (.ini) activo do Quick Access Popup.
lMenuExitApp	Sair ~1~
lMenuExitAppDescription	Sai do Quick Access Popup, libertando todos os activadores de rato ou teclado e teclas de atalho atribuídas aos favoritos.
lMenuExternalCatalogue	Adicionar menu de favoritos partilhado do catálogo...
lMenuExternalCatalogueDescription	Adiciona um menu partilhado do Catálogo de Menus Partilhados ao seu menu, um repositório de ficheiros de definições favoritos geridos pelos administradores do menu ou por outros membros do grupo de trabalho.`n`nPode seleccionar um ficheiro existente de menu partilhado do repositório, adicionar um menu partilhado que não exista no catálogo ou criar um novo.
lMenuFavoritesInternet	Favoritos (Internet)
lMenuFonts	Fontes
lMenuGetWinInfo	Obter informação da janela
lMenuGetWinInfoDescription	Ajuda-o a identificar uma janela que pretende excluir das combinações de rato do menu QAP.`n`nEsta funcionalidade irá avisá-lo para clicar na janela alvo com a combinação do menu QAP (por defeito, botão do meio do rato) e copiar o título da janela e nome da classe para a área de transferência.`n`nVeja o separador "Exclusões" na caixa de diálogo "Opções" para explicações completas.
lMenuHelp	Ajuda
lMenuHistory	Histórico
lMenuLastAction	Repetir Última Acção
lMenuLastActionDescription	Adiciona um item rotulado "Repetir Última Acção" ao seu menu. Quando seleccionar este item do menu, ele reabre o último favorito que abriu.`n`nO rótulo desta funcionalidade é sempre "Repetir Última Acção" (limitação do QAP). Tem que se lembrar da última acção seleccionada.
lMenuLastActions	Repetir Últimas Acções
lMenuLastActionsDescription	Exibe um menu dinâmico contendo os dez mais recentes favoritos que carregou.`n`nPode configurar o número de itens deste menu no separador "Opções", "Menu".`n`nOs itens deste menu estão ordenados com os usados mais recentemente em primeiro lugar. Quando reabrir um item, a sua entrada será movida para o início do menu.
lMenuMenu	Menu
lMenuMyMusic	A Minha Música
lMenuMyQAPMenu	O Meu QAP Básico
lMenuMySpecialMenu	As Minhas Pastas Especiais
lMenuMyVideo	Os Meus Vídeos
lMenuNoClipboard	A Área de transferência não tem nenhum atalho ou URL...
lMenuNoCurrentFolder	Não há pastas abertas actualmente...
lMenuPictures	Imagens
lMenuProgramFiles	Programas
lMenuProgramsFolderStartMenu	Pasta de Programas (Menu Iniciar)
lMenuPublicLibraries	Bibliotecas Públicas
lMenuQuickLaunch	Inicialização Rápida
lMenuRecentFiles	Ficheiros Recentes
lMenuRecentFilesDescription	Exibe um menu dinâmico contendo os dez mais recentes documentos usados, memorizados pelo Windows na sua pasta virtual "Itens recentes". Pode configurar o número de itens deste menu no separador "Opções", "Menu".`n`nOs itens deste menu estão ordenados com os usados mais recentemente em primeiro lugar, como registado pelo Windows.
lMenuRecentFolders	Pastas Recentes
lMenuRecentFoldersDescription	Exibe um menu dinâmico contendo as dez pastas abertas mais reecentemente, memorizados pelo Windows na sua pasta virtual "Itens recentes". Pode configurar o número de itens deste menu no separador "Opções", "Menu".`n`nOs itens deste menu estão ordenados com a pasta mais recente em primeiro lugar, como registado pelo Windows.
lMenuRecentItems	Itens Recentes
lMenuRefreshMenu	Actualizar Pastas Live e menus Partilhados
lMenuRefreshMenuDescription	Actualiza a-pedido os menus "Pastas Live". Esta acção também pode ser executada periodicamente definindo um intervalo (em segundos) em "Actualização agendada do menu QAP" do separador "Menu" nas janelas "Opções".`n`nDurante o curto (dependendo do número de pastas Live ou menus Partilhados) tempo de actualização, o menu QAP não está disponível.
lMenuReload	Reiniciar ~1~
lMenuReloadDescription	Reinicia o Quick Access Popup.`n`nCertifique-se de que guarda as alterações na Definições antes de reiniciar o QAP.
lMenuReopenCurrentFolder	Reabrir Pasta Actual na Caixa de Diálogo
lMenuReopenCurrentFolderDescription	Muda a pasta nas caixas de diálogo de ficheiro para a pasta actualmente activa no Windows Explorer.`n`nPara usar esta funcionalidade, a opção "Mudar pasta em caixa de diálogo..." deve estar seleccionada em "Opções", separador "Geral".
lMenuReopenInNewWindow	Reabrir pasta actual a partir da caixa de diálogo
lMenuReopenInNewWindowDescription	Reabre a pasta actual numa nova janela do Explorer (Também no Directory Opus ou Total Commander). Útil quando desejar abrir a pasta onde navega numa caixa de diálogo de ficheiro numa janela do Explorer.
lMenuRestoreSettingsWindowPosition	Restaurar posição da janela de Definições
lMenuRestoreSettingsWindowPositionDescription	Restaura o tamanho e posição da janela Definições no centro do ecrã principal.
lMenuRunAtStartupAmpersand	Executa&r no Arranque
lMenuSettings	Definições
lMenuSettingsDescription	Exibe a janela "Definições" onde pode personalizar o seu menu emergente do QAP, gerir os seus favoritos e definir diversas opções.`n`nPor defeito esta funcionalidade faz parte do meu Principal.
lMenuSettingsFileOptions	Opções do ficheiro de definições
lMenuStartMenu	Menu Iniciar
lMenuStartup	Arranque
lMenuSuspendHotkeys	Suspender Teclas de Atalho
lMenuSwitchFolderOrApp	Mudar
lMenuSwitchFolderOrAppDescription	Exibe um menu dinâmico em duas partes:`n1) as pastas já abertas nas janelas do Windows Explorer e Directory Opus`n2) as aplicações actualmente em execução no seu sistema (começando pela janela activada mais recentemente).`n`nQuando seleccionar um item, a sua janela é trazida automaticamente para primeiro plano.`n`nEste menu é actualizado sempre que abrir o menu QAP.
lMenuSwitchSettings	Mudar de ficheiro de definições
lMenuSwitchSettingsDefault	Mudar para o ficheiro de definições padrão
lMenuSwitchSettingsDefaultDescription	Reinicia o Quick Access Popup com o ficheiro de definições na sua localização padrão.`n`nSe nstalou o QAP usando o procedimento "instalação em um passo", a localização padrão é na pasta Utilizador (por exemplo, "C:\Utilizadores\Lus\AppData\Roaming\Quick Access Popup").`n`nSe optou pela instalação portátil, a localização padrão é na pasta onde se encontra o programa QuickAccessPopup.exe.
lMenuSwitchSettingsDescription	Selecciona outro ficheiro de definições do QAP e reinicia o Quick Access Popup com essas definições (incluindo favoritos e diversas opções).`n`nCertifique-se de que guarda as alterações na Definições antes de reiniciar o QAP.
lMenuSystemCertificates	Certificados do Sistema
lMenuTemplates	Modelos
lMenuTemporaryFiles	Ficheiros Temporários
lMenuUpdateAmpersand	Procurar act&ualizações
lMenuUpdateNoAmpersand	Procurar actualizações
lMenuUpdateNoAmpersandDescription	Verifica se existe uma nova versão disponível na página oficial do Quick Access Popup.
lMenuUserFolder	Pasta do Utilizador
lMenuUserPinned	Fixado pelo Utilizador
lNavigateFileError	Ocorreu um erro ao abrir a pasta:`n~1~.
lNavigateSpecialError	Ocorreu um erro ao abrir a pasta especial #~1~.
lOopsAddThisFolderTip	Para melhores resultados com o comando "Adicionar esta Pasta ou Ligação":`n`n1) Active a janela ~1~ contendo a pasta ou ligação a adicionar ao seu menu.`n2) Abra o menu emergente usando ~2~.`n3) Seleccione "Adicionar esta Pasta ou Ligação" e guarde o seu novo favorito.
lOopsAmpersandInName	O sÃ­mbolo "&" Ã© utilizado para definir teclas de atalho nos menus do Windows. Para exibir o sÃ­mbolo num nome de menu, digite "&&".`n`nPara mais informaÃ§Ã£o, procure por "ampersand" nas FAQ na pÃ¡gina do QAP.
lOopsCannotCopyFavorite	Não é possível copiar favoritos do tipo "~1~".
lOopsCannotCopyMoveToSelf	Não pode mover ou copiar favoritos para a sua localização actual. Por favor, seleccione outro destino.
lOopsChangeFolderInDialogAlert	Deseja alterar a pasta nesta caixa de diálogo? Para poder navegar dentro desta caixa de diálogo, tem que activar uma opção (1ª caixa de marcação do separador "Geral").`n`nDeseja abrir a janela de Opções?
lOopsCouldNotOpenSpecialFolder	O ~1~ não conseguiu abrir a pasta especial: "~2~".
lOopsEmpty	vazia
lOopsErrorIniFileModified	Este menu partilhado foi modificado desde que carregou o QAP. Para editar este menu, reinicie o QAP.`n`nReiniciar agora? Serão perdidas as alterações não guardadas do menu.
lOopsErrorIniFileReadOnly	Este ficheiro de definições de menu partilhado ou esta localização é SÓ-DE-LEITURA.
